frequency,word,definitions
1,SURVIVOR,"['one who lives through affliction', 'one who outlives another', 'an animal that survives in spite of adversity']"
1,SURVIVORS,"['one who lives through affliction', 'one who outlives another', 'an animal that survives in spite of adversity']"
1,SUSTENANCE,"['a source of materials to nourish the body', 'the financial means whereby one lives', 'the act of sustaining life by food or providing a means of subsistence']"
1,SYSTEM,"['instrumentality that combines interrelated interacting artifacts designed to work as a coherent entity', 'a group of independent but interrelated elements comprising a unified whole', '(physical chemistry', 'a complex of methods or rules governing behavior', 'an organized structure for arranging or classifying', 'a group of physiologically or anatomically related organs or parts', 'a procedure or process for obtaining an objective', 'the living body considered as made up of interdependent components forming a unified whole', 'an ordered manner; orderliness by virtue of being methodical and well organized']"
1,TABLETS,"['a slab of stone or wood suitable for bearing an inscription', 'a number of sheets of paper fastened together along one edge', 'a small flat compressed cake of some substance', 'a dose of medicine in the form of a small pellet']"
1,TALENT,"['natural abilities or qualities', 'a person who possesses unusual innate ability in some field or activity']"
1,TANGIBLE,"['perceptible by the senses especially the sense of touch', 'capable of being treated as fact', '(of especially business assets', 'capable of being perceived; especially capable of being handled or touched or felt']"
1,TASKS,"['any piece of work that is undertaken or attempted', 'a specific piece of work required to be done as a duty or for a specific fee']"
1,TASKS,"['assign a task to', 'use to the limit']"
1,TEACHING,"['the profession of a teacher', 'a doctrine that is taught', 'the activities of educating or instructing; activities that impart knowledge or skill']"
1,TEACHING,"['impart skills or knowledge to', 'accustom gradually to some action or attitude']"
1,TECHNOLOGIES,"['the application of the knowledge and usage of tools (such as machines or utensils', 'the discipline dealing with the art or science of applying scientific knowledge to practical problems', 'machinery and equipment developed from engineering or other applied sciences']"
1,TECHNOLOGY,"['the application of the knowledge and usage of tools (such as machines or utensils', 'the discipline dealing with the art or science of applying scientific knowledge to practical problems', 'machinery and equipment developed from engineering or other applied sciences']"
1,TEENAGERS,['a juvenile between the onset of puberty and maturity']
1,TEMPER,"['a sudden outburst of anger', 'a characteristic (habitual or relatively temporary', 'a disposition to exhibit uncontrolled anger', 'the elasticity and hardness of a metal object; its ability to absorb considerable energy before cracking']"
1,TEMPER,"['bring to a desired consistency, texture, or hardness by a process of gradually heating and cooling', 'harden by reheating and cooling in oil', 'adjust the pitch (of pianos', 'make more temperate, acceptable, or suitable by adding something else', 'change by restraining or moderating']"
1,TENDENCIES,"['an attitude of mind especially one that favors one alternative over others', 'an inclination to do something', 'a characteristic likelihood of or natural disposition toward a certain condition or character or effect', 'a general direction in which something tends to move']"
1,TENSIONS,"['(psychology', 'the physical condition of being stretched or strained', 'a balance between and interplay of opposing elements or tendencies (especially in art or literature', '(physics', 'feelings of hostility that are not manifest', 'the action of stretching something tight']"
1,TERMS,"['a word or expression used for some particular thing', 'a limited period of time', '(usually plural', 'any distinct quantity contained in a polynomial', 'one of the substantive phrases in a logical proposition', 'the end of gestation or point at which birth is imminent', '(architecture', 'status with respect to the relations between people or groups', 'the amount of money needed to purchase something']"
1,TERMS,['name formally or designate with a term']
1,THANKS,"['an acknowledgment of appreciation', 'with the help of or owing to']"
1,THANKS,['express gratitude or show appreciation to']
1,THERE,['a location other than here; that place']
1,THERE,"['in or at that place or location', 'in that matter; in that respect; on that point', 'to or toward that place; away from the speaker']"
1,THINGS,"['a special situation', 'an action', 'a special abstraction', 'an artifact', 'an event', 'a vaguely specified concern', 'a statement regarded as an object', 'an entity that is not named specifically', 'any attribute or quality considered as having its own existence', 'a special objective', 'a persistent illogical feeling of desire or aversion', 'a separate and self-contained entity', 'any movable possession (especially articles of clothing']"
